Job Title,Company,Location,Salary,Category,Benefits,Extract Date,Posted Date,Website,Job URL
Pharmacist,Public Medicare Group Sdn. Bhd.,"Kuching, Sarawak",,"PharmacyPharmacy , Healthcare & Medical(Healthcare & Medical)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75956553?type=standard&ref=search-standalone
Sales and Marketing Executive,ARCTIC BLUE TRADING SDN BHD,"Kuching, Sarawak",,"Agronomy & Farm ServicesAgronomy & Farm Services , Farming, Animals & Conservation(Farming, Animals & Conservation)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75980351?type=standard&ref=search-standalone
Internship (warehouse operations),MS Supply Chain Solutions (M) Sdn Bhd,"Kuching, Sarawak","RM 800 – RM 1,000 per month","Warehousing, Storage & DistributionWarehousing, Storage & Distribution , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,25d ago,Jobstreet,https://www.jobstreet.com.my/job/75864845?type=standard&ref=search-standalone
PROJECT/SITE ENGINEER,Private Advertiser,"Kuching, Sarawak","RM 3,500 – RM 4,000 per month","Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,23d ago,Jobstreet,https://www.jobstreet.com.my/job/75959419?type=standard&ref=search-standalone
Sports Activity Assistant,Sarawak Club,"Kuching, Sarawak",,"ManagementManagement , Sport & Recreation(Sport & Recreation)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75916650?type=standard&ref=search-standalone
General Clerk,Seyi Hardware Sdn Bhd,"Kuching, Sarawak","RM 1,800 – RM 2,400 per month","Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,24d ago,Jobstreet,https://www.jobstreet.com.my/job/75921477?type=standard&ref=search-standalone
HR EXECUTIVE,PLUS SUSTAIN SDN BHD,"Kuching, Sarawak",,"Consulting & Generalist HRConsulting & Generalist HR , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76127877?type=standard&ref=search-standalone
RETAIL MARKETING EXECUTIVE,Lea Holdings (M) Sdn. Bhd.,"Kuching, Sarawak",,"Marketing CommunicationsMarketing Communications , Marketing & Communications(Marketing & Communications)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76141983?type=standard&ref=search-standalone
PROPERTY EXECUTIVE,Range International Property and Valuer (M) Sdn. Bhd.,"Kuching, Sarawak",,"Residential Leasing & Property ManagementResidential Leasing & Property Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142231?type=standard&ref=search-standalone
ADMIN CUM FINANCE ASSISTANT,Range International Property and Valuer (M) Sdn. Bhd.,"Kuching, Sarawak",,"AdministrationAdministration , Real Estate & Property(Real Estate & Property)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142794?type=standard&ref=search-standalone
ACCOUNT ASSISTANT,Lea Holdings (M) Sdn. Bhd.,"Kuching, Sarawak",,"Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142342?type=standard&ref=search-standalone
DATA ENTRY OFFICER,NEXT DEVELOPMENT SDN BHD,"Kuching, Sarawak",,"Data Entry & Word ProcessingData Entry & Word Processing , Administration & Office Support(Administration & Office Support)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76127710?type=standard&ref=search-standalone
HR Assistant,Harum Bidang,"Kuching, Sarawak",,"Consulting & Generalist HRConsulting & Generalist HR , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142515?type=standard&ref=search-standalone
BUSINESS DEVELOPMENT EXECUTIVE,AUTOPOWER CONSULTANTS (M) SDN BHD,"Kuching, Sarawak",,"New Business DevelopmentNew Business Development , Sales(Sales)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76127838?type=standard&ref=search-standalone
Pharmacy Assistant,Public Medicare Group Sdn. Bhd.,"Kuching, Sarawak",,"Customer Service - Customer FacingCustomer Service - Customer Facing , Call Centre & Customer Service(Call Centre & Customer Service)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76099825?type=standard&ref=search-standalone
Clerk of Work – Architectural,MONARDA SDN. BHD.,"Kuching, Sarawak",,"Foreperson/SupervisorsForeperson/Supervisors , Construction(Construction)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142829?type=standard&ref=search-standalone
general worker,HANNEN CONSTRUCTION SDN BHD,"Kota Samarahan, Sarawak",,"ManagementManagement , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76239610?type=standard&ref=search-standalone
Internship (Admin/Human Resource),CSF Agency,"Kuching, Sarawak",,"Data Entry & Word ProcessingData Entry & Word Processing , Administration & Office Support(Administration & Office Support)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76088739?type=standard&ref=search-standalone
Digital Marketing cum Graphic Design Executive (Kuching),Heng Lian Enterprise Bhd,"Kuching, Sarawak",,"Marketing CommunicationsMarketing Communications , Marketing & Communications(Marketing & Communications)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76133174?type=standard&ref=search-standalone
Sales Advisor (Recond Cars),RAYA KHAS SDN BHD,"Kuching, Sarawak",,"Sales Representatives/ConsultantsSales Representatives/Consultants , Sales(Sales)",,09-06-2024,15d ago,Jobstreet,https://www.jobstreet.com.my/job/76202464?type=standard&ref=search-standalone
Quantity Surveyor,Chec Construction (M) Sdn Bhd,"Sebuyau, Sarawak",,"Contracts ManagementContracts Management , Construction(Construction)",,09-06-2024,12d ago,Jobstreet,https://www.jobstreet.com.my/job/76216876?type=standard&ref=search-standalone
IMMEDIATE HIRING,Modern Goldview,"Kuching, Sarawak",,"Retail AssistantsRetail Assistants , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142677?type=standard&ref=search-standalone
Software Developer,Codligence Sdn. Bhd.,"Kuching, Sarawak",,"Developers/ProgrammersDevelopers/Programmers , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,15d ago,Jobstreet,https://www.jobstreet.com.my/job/76146401?type=standard&ref=search-standalone
Purchasing Assistant,Bountiful Facade Sdn Bhd,"Kuching, Sarawak",,"Body Corporate & Facilities ManagementBody Corporate & Facilities Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100761?type=standard&ref=search-standalone
general worker,MIN SHIN AUTO SPRAYING SDN. BHD.,"Kota Samarahan, Sarawak",,"Production, Planning & SchedulingProduction, Planning & Scheduling , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76238894?type=standard&ref=search-standalone
Payroll Clerk,Sarawak Medical Centre Sdn Bhd,"Kuching, Sarawak",,"Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100133?type=standard&ref=search-standalone
HOUSEKEEPER,Range International Property and Valuer (M) Sdn. Bhd.,"Kuching, Sarawak",,"Residential Leasing & Property ManagementResidential Leasing & Property Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142476?type=standard&ref=search-standalone
SITE TECHNICIAN - BUILDING,INTERHILL ENTERPRISE SDN BHD,"Kuching, Sarawak",,"Retail & Property DevelopmentRetail & Property Development , Real Estate & Property(Real Estate & Property)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76141922?type=standard&ref=search-standalone
Insurance Executive,Weida (M) Bhd - East Malaysia,"Kuching, Sarawak",,"ClaimsClaims , Insurance & Superannuation(Insurance & Superannuation)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76099928?type=standard&ref=search-standalone
Protege,Sarawak Consolidated Industries Berhad,"Kuching, Sarawak",,"Financial Accounting & ReportingFinancial Accounting & Reporting , Accounting(Accounting)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100633?type=standard&ref=search-standalone
AGRO TOURISM MANAGER,SATOYAMA FARM & CONSTRUCTION SDN. BHD.,"Kuching, Sarawak",,"Office ManagementOffice Management , Administration & Office Support(Administration & Office Support)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76127737?type=standard&ref=search-standalone
Pegawai Pengesah Dalaman (Office Admin),Kuching IT Sdn Bhd,"Kuching, Sarawak",,"Customer Service - Customer FacingCustomer Service - Customer Facing , Call Centre & Customer Service(Call Centre & Customer Service)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76067734?type=standard&ref=search-standalone
Marketing Executive/Representative,CSF Agency,"Kuching, Sarawak",,"Financial PlanningFinancial Planning , Banking & Financial Services(Banking & Financial Services)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76088732?type=standard&ref=search-standalone
MOBILE APPLICATION PROGRAMMER,PASTI NYALA SDN. BHD.,"Kuching, Sarawak",,"Developers/ProgrammersDevelopers/Programmers , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76127855?type=standard&ref=search-standalone
Internship (Sales/Marketing),CSF Agency,"Kuching, Sarawak",,"Data Entry & Word ProcessingData Entry & Word Processing , Administration & Office Support(Administration & Office Support)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76083072?type=standard&ref=search-standalone
Mechanical Technician,Sarawak Medical Centre Sdn Bhd,"Kuching, Sarawak",,"Machine OperatorsMachine Operators , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100045?type=standard&ref=search-standalone
mechanic,MIN SHIN AUTO SPRAYING SDN. BHD.,"Kota Samarahan, Sarawak",,"Automotive EngineeringAutomotive Engineering , Engineering(Engineering)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76238955?type=standard&ref=search-standalone
Security,Mahsuri Ria Sdn Bhd,"Kuching, Sarawak",,"Security ServicesSecurity Services , Trades & Services(Trades & Services)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142501?type=standard&ref=search-standalone
Assistant Maintenance Manager,QL Livestock Farming Sdn Bhd,"Serian, Sarawak",,"Mechanical EngineeringMechanical Engineering , Engineering(Engineering)",,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76291385?type=standard&ref=search-standalone
AFTER SALES SUPERVISOR (USED CAR) - BATU KAWA BRANCH,Heng Lian Enterprise Bhd,"Kuching, Sarawak",,"Retail AssistantsRetail Assistants , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76132222?type=standard&ref=search-standalone
PEKERJA AM,HARVEST ALUMINIUM EXTRUSIONS SDN BHD,"Kuching, Sarawak",,"Import/Export & CustomsImport/Export & Customs , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142315?type=standard&ref=search-standalone
OPERATION MANAGER,SM INLAND PORT SDN BHD,"Serian, Sarawak",,"Warehousing, Storage & DistributionWarehousing, Storage & Distribution , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76306106?type=standard&ref=search-standalone
EXCAVATOR OPERATOR,Chec Construction (M) Sdn Bhd,"Kuching, Sarawak",,"Production, Planning & SchedulingProduction, Planning & Scheduling , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76099909?type=standard&ref=search-standalone
SITE ENGINEER,Chec Construction (M) Sdn Bhd,"Kuching, Sarawak",,"Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76465939?type=standard&ref=search-standalone
Education Consultant,BORNEO EDUCATION GROUP SDN BHD,"Kuching, Sarawak",,"Account & Relationship ManagementAccount & Relationship Management , Sales(Sales)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100103?type=standard&ref=search-standalone
COMPANY DRIVER,Chec Construction (M) Sdn Bhd,"Kuching, Sarawak",,"Couriers, Drivers & Postal ServicesCouriers, Drivers & Postal Services , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142171?type=standard&ref=search-standalone
Maintenance (Electrician),Harum Bidang,"Kuching, Sarawak",,"Electrical/Electronic EngineeringElectrical/Electronic Engineering , Engineering(Engineering)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100055?type=standard&ref=search-standalone
PERSONAL DRIVER TO DIRECTOR,NEK ENTERPRISES SDN BHD,"Kuching, Sarawak",,"Couriers, Drivers & Postal ServicesCouriers, Drivers & Postal Services , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142242?type=standard&ref=search-standalone
Software Programmer (PHP Programmer),Softworld Software Sdn Bhd,"Kuching, Sarawak",,"Developers/ProgrammersDevelopers/Programmers , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76127833?type=standard&ref=search-standalone
General Worker,KITANG BRICK WORK SDN BHD,"Bau, Sarawak",,"Machine OperatorsMachine Operators , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,10d ago,Jobstreet,https://www.jobstreet.com.my/job/76290987?type=standard&ref=search-standalone
general worker at jom makan sdn bhd,Jom Makan (Sarawak) Sdn. Bhd.,"Kuching, Sarawak",,"Bar & Beverage StaffBar & Beverage Staff , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142541?type=standard&ref=search-standalone
COOK,SCR (JALAN BUNGA) SDN BHD,"Kuching, Sarawak",,"Chefs/CooksChefs/Cooks , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100003?type=standard&ref=search-standalone
PORT EQUIPMENT OPERATOR/PORT ASSISTANT,Trade Logic,"Kota Samarahan, Sarawak",,"TechniciansTechnicians , Trades & Services(Trades & Services)",,09-06-2024,14d ago,Jobstreet,https://www.jobstreet.com.my/job/76170147?type=standard&ref=search-standalone
"Admin, HR, IT Executive",EMS PROGRESS SDN. BHD.,"Kuching, Sarawak",,"Consulting & Generalist HRConsulting & Generalist HR , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042359?type=standard&ref=search-standalone
Quantity Surveyor,Bountiful Facade Sdn Bhd,"Kuching, Sarawak",,"Contracts ManagementContracts Management , Construction(Construction)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76142372?type=standard&ref=search-standalone
Junior Mechanic,Cahya Mata Cement Sdn Bhd,"Kuching, Sarawak",,"SupervisorsSupervisors , Engineering(Engineering)",,09-06-2024,16d ago,Jobstreet,https://www.jobstreet.com.my/job/76141890?type=standard&ref=search-standalone
WELDER,MIN SHIN AUTO SPRAYING SDN. BHD.,"Kota Samarahan, Sarawak",,"Mechanical EngineeringMechanical Engineering , Engineering(Engineering)",,09-06-2024,11d ago,Jobstreet,https://www.jobstreet.com.my/job/76238541?type=standard&ref=search-standalone
Pegawai Penilai (Pastry Production),Kuching IT Sdn Bhd,"Kuching, Sarawak",,"Customer Service - Customer FacingCustomer Service - Customer Facing , Call Centre & Customer Service(Call Centre & Customer Service)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76067837?type=standard&ref=search-standalone
Sales Manager,CSF Agency,"Kuching, Sarawak",,"Sales Representatives/ConsultantsSales Representatives/Consultants , Sales(Sales)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76088857?type=standard&ref=search-standalone
GENERAL WORKER,SCR (JALAN BUNGA) SDN BHD,"Kuching, Sarawak",,"Waiting StaffWaiting Staff , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76099812?type=standard&ref=search-standalone
ASSISTANT MECHANIC (KUCHING),Zhong Ma Equipment Sdn Bhd,"Kuching, Sarawak",,"TechniciansTechnicians , Trades & Services(Trades & Services)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76099913?type=standard&ref=search-standalone
Customer Service Executive,MTT Shipping Sdn Bhd,"Kuching, Sarawak",,"Import/Export & CustomsImport/Export & Customs , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042276?type=standard&ref=search-standalone
Store Operation Coordinator,SHINE PHARMACY SDN. BHD.,"Kuching, Sarawak",,"Warehousing, Storage & DistributionWarehousing, Storage & Distribution , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76068112?type=standard&ref=search-standalone
GENERAL WORKER,Fung Hap Construction,"Kuching, Sarawak",,"Health, Safety & EnvironmentHealth, Safety & Environment , Construction(Construction)",,09-06-2024,17d ago,Jobstreet,https://www.jobstreet.com.my/job/76100598?type=standard&ref=search-standalone
Admin Executive (Kuching),Katimas Sdn Bhd,"Kuching, Sarawak",,"Client & Sales AdministrationClient & Sales Administration , Administration & Office Support(Administration & Office Support)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043175?type=standard&ref=search-standalone
Financial Executive - Bank,INTER ISLAND CONSULTING SDN. BHD.,"Kuching, Sarawak",,"Financial Accounting & ReportingFinancial Accounting & Reporting , Accounting(Accounting)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76068263?type=standard&ref=search-standalone
Pharmacist,SHINE PHARMACY SDN. BHD.,"Kuching, Sarawak",,"PharmacyPharmacy , Healthcare & Medical(Healthcare & Medical)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76098900?type=standard&ref=search-standalone
Production Executive,ASTEEL Sdn Bhd,"Kuching, Sarawak",,"Production, Planning & SchedulingProduction, Planning & Scheduling , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042662?type=standard&ref=search-standalone
Admin Assistant Cum Office Driver,RSB LUNDU PALM OIL MILL SDN BHD,"Kuching, Sarawak",,"Administrative AssistantsAdministrative Assistants , Administration & Office Support(Administration & Office Support)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76067656?type=standard&ref=search-standalone
ACCOUNT EXECUTIVE,SRAMS SDN BHD,"Kuching, Sarawak",,"Bookkeeping & Small Practice AccountingBookkeeping & Small Practice Accounting , Accounting(Accounting)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043304?type=standard&ref=search-standalone
FRONT OFFICE ASSISTANT - KUCHING,KEMENA PLAZA HOTEL SDN BHD,"Kuching, Sarawak",,"Front Office & Guest ServicesFront Office & Guest Services , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042412?type=standard&ref=search-standalone
ACCOUNT ASSISTANT,SERAPI CUISINE SDN BHD,"Kuching, Sarawak",,"Accounts Officers/ClerksAccounts Officers/Clerks , Accounting(Accounting)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042722?type=standard&ref=search-standalone
Marketing Executive / Multimedia Designer,SHINE PHARMACY SDN. BHD.,"Kuching, Sarawak",,"Marketing CommunicationsMarketing Communications , Marketing & Communications(Marketing & Communications)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76098853?type=standard&ref=search-standalone
Dietitian,SHINE PHARMACY SDN. BHD.,"Kuching, Sarawak",,"DieticiansDieticians , Healthcare & Medical(Healthcare & Medical)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76465926?type=standard&ref=search-standalone
Lecturer cum Program Coordinator - Diploma Occupational Safe,CYBERJAYA COLLEGE KUCHING SDN BHD,"Kuching, Sarawak",,"Teaching - TertiaryTeaching - Tertiary , Education & Training(Education & Training)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76067579?type=standard&ref=search-standalone
Audit Executive,Cahya Mata Professionals Sdn Bhd,"Kuching, Sarawak",,"Audit - InternalAudit - Internal , Accounting(Accounting)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042354?type=standard&ref=search-standalone
ACCOUNT ASSISTANT,Thian Sheng Automobile And Services Sdn. Bhd.,"Kuching, Sarawak",,"Retail AssistantsRetail Assistants , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042764?type=standard&ref=search-standalone
PEKERJA AM,Poultry Industry (S) Sdn Bhd,"Kuching, Sarawak",,"Farm ManagementFarm Management , Farming, Animals & Conservation(Farming, Animals & Conservation)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76067996?type=standard&ref=search-standalone
"Bartender (Part-time only 6 -11pm, 4 days)",THE LIMETREE HOTEL,"Kuching, Sarawak",,"Front Office & Guest ServicesFront Office & Guest Services , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76027966?type=standard&ref=search-standalone
Perfume Sales Assistant (Vivacity Mall),AGift With Care (VCM),"Kuching, Sarawak",,"Retail AssistantsRetail Assistants , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76042438?type=standard&ref=search-standalone
Software Engineering Manager,Petronas Lubricants International Sdn Bhd,"Kuching, Sarawak",,"Engineering - SoftwareEngineering - Software , Information & Communication Technology(Information & Communication Technology)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042398?type=standard&ref=search-standalone
Audit/Tax - Associates,FELIX WONG & CO,"Kuching, Sarawak",,"Audit - ExternalAudit - External , Accounting(Accounting)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76067705?type=standard&ref=search-standalone
HR  (Talent Acquisition),CSF Agency,"Kuching, Sarawak",,"Recruitment - InternalRecruitment - Internal , Human Resources & Recruitment(Human Resources & Recruitment)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76067717?type=standard&ref=search-standalone
Assistant Engineer / QS (Urgently Needed),Tabal Construction Sdn. Bhd.,"Kuching, Sarawak",,"Body Corporate & Facilities ManagementBody Corporate & Facilities Management , Real Estate & Property(Real Estate & Property)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76008340?type=standard&ref=search-standalone
Vacancy Road Construction Labourer  for Foreign Worker,Entiara Jaya Sdn.Bhd,"Serian, Sarawak",,"Foreperson/SupervisorsForeperson/Supervisors , Construction(Construction)",,09-06-2024,9d ago,Jobstreet,https://www.jobstreet.com.my/job/76305820?type=standard&ref=search-standalone
Project Coordinator,Level Up Fitness Sdn Bhd,"Kuching, Sarawak",,"Project ManagementProject Management , Construction(Construction)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043434?type=standard&ref=search-standalone
Pharmacists (FRP /PRP / Locum),SHINE PHARMACY SDN. BHD.,"Kuching, Sarawak",,"PharmacyPharmacy , Healthcare & Medical(Healthcare & Medical)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76067914?type=standard&ref=search-standalone
PROCUREMENT & CONTRACT ASSISTANT,Azas Construction,"Kuching, Sarawak",,"Project ManagementProject Management , Construction(Construction)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043133?type=standard&ref=search-standalone
Waiter/Waitress,Telang Usan Hotel,"Kuching, Sarawak",,"Waiting StaffWaiting Staff , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042823?type=standard&ref=search-standalone
Butcher,Everrise Departmental Store Sdn Bhd,"Kuching, Sarawak",,"Automotive TradesAutomotive Trades , Trades & Services(Trades & Services)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043249?type=standard&ref=search-standalone
AFTER-SALES EXECUTIVE,DAI MAX AUTOMOBILE SDN. BHD.,"Kuching, Sarawak",,"Automotive TradesAutomotive Trades , Trades & Services(Trades & Services)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043150?type=standard&ref=search-standalone
QAQC Tester,Kinetics Systems Malaysia Sdn Bhd,"Kuching, Sarawak",,"Machine OperatorsMachine Operators , Manufacturing, Transport & Logistics(Manufacturing, Transport & Logistics)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043176?type=standard&ref=search-standalone
Site Supervisor,E GREEN VENTURES (EGV) SDN. BHD.,"Kuching, Sarawak",,"Foreperson/SupervisorsForeperson/Supervisors , Construction(Construction)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042156?type=standard&ref=search-standalone
COMMIS  (Kuching),Asia Pacific Professional Development,"Kuching, Sarawak",,"Chefs/CooksChefs/Cooks , Hospitality & Tourism(Hospitality & Tourism)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043130?type=standard&ref=search-standalone
SALES CONSULTANT (KUCHING),Zhong Ma Equipment Sdn Bhd,"Kuching, Sarawak",,"Account & Relationship ManagementAccount & Relationship Management , Sales(Sales)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042200?type=standard&ref=search-standalone
Sales Manager,WISE ASSOCIATES SDN. BHD.,"Kuching, Sarawak",,"ManagementManagement , Marketing & Communications(Marketing & Communications)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76042600?type=standard&ref=search-standalone
GENERAL WORKER,COTT DEVELOPMENT SDN BHD,"Kuching, Sarawak",,"Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76068266?type=standard&ref=search-standalone
Junior / Senior Design Engineer (In Kuching),Jurutera Jasa (Sarawak) Sdn. Bhd.,"Kuching, Sarawak",,"Civil/Structural EngineeringCivil/Structural Engineering , Engineering(Engineering)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043329?type=standard&ref=search-standalone
Bancassurance Sales Representative (Sarawak Location),INTER ISLAND CONSULTING SDN. BHD.,"Kuching, Sarawak",,"Sales Representatives/ConsultantsSales Representatives/Consultants , Sales(Sales)",,09-06-2024,19d ago,Jobstreet,https://www.jobstreet.com.my/job/76068573?type=standard&ref=search-standalone
Cashier,Everrise Departmental Store Sdn Bhd,"Kuching, Sarawak",,"Retail AssistantsRetail Assistants , Retail & Consumer Products(Retail & Consumer Products)",,09-06-2024,20d ago,Jobstreet,https://www.jobstreet.com.my/job/76043270?type=standard&ref=search-standalone
